Without OpenMP; ;;
-;40907;37,410472;37,06289515
-;40907;37,215622;36,796747
-;40907;36,99031;
-;40907;37,182335;
-;40907;36,971917;
-;40907;36,920176;
-;40907;36,869919;
-;40907;36,889488;
-;40907;37,087695;
-;40907;36,832988;
-;40907;37,029249;
-;40907;36,796747;
-;40907;36,985034;
-;40907;36,934225;
-;40907;36,9813;
-;40907;36,933461;
-;40907;37,142555;
-;40907;36,96984;
-;40907;37,041455;
-;40907;37,162746;
-;40907;37,270601;
-;40907;36,893049;
-;40907;37,092356;
-;40907;37,077955;
-;40907;37,037277;
-;40907;37,234132;
-;40907;37,267937;
-;40907;37,241566;
-;40907;37,072589;
-;40907;36,941133;
-;40907;37,051437;
-;40907;36,92871;
-;40907;37,192917;
-;40907;37,134697;
-;40907;37,028017;
-;40907;37,150552;
-;40907;37,223999;
-;40907;37,13878;
-;40907;37,163139;
-;40907;37,027429;
1-st; threads=1; ;
1;40907;37,225931;37,22356428
1;40907;37,113174;36,829186
1;40907;37,106381; 
1;40907;37,205945; 
1;40907;36,943928; 
1;40907;37,185112; 
1;40907;37,207968; 
1;40907;36,838323; 
1;40907;37,894564; 
1;40907;40,410412; 
1;40907;37,329437; 
1;40907;37,351906; 
1;40907;37,235499; 
1;40907;36,829186; 
1;40907;37,039748; 
1;40907;37,117887; 
1;40907;37,173221; 
1;40907;36,991879; 
1;40907;37,106699; 
1;40907;36,973396; 
1;40907;37,259482; 
1;40907;37,299314; 
1;40907;37,267344; 
1;40907;36,93865; 
1;40907;36,916103; 
1;40907;37,610928; 
1;40907;37,031635; 
1;40907;37,10341; 
1;40907;37,116305; 
1;40907;37,127558; 
1;40907;36,998108; 
1;40907;37,081391; 
1;40907;37,390856; 
1;40907;36,938572; 
1;40907;37,114136; 
1;40907;37,115153; 
1;40907;37,056953; 
1;40907;37,25302; 
1;40907;37,04317; 
1;40907;36,999887; 
2-nd; threads=1;;
1;40907;36,640545;36,79043835
1;40907;36,68218;36,640217
1;40907;36,675901; 
1;40907;36,722047; 
1;40907;36,75979; 
1;40907;36,878959; 
1;40907;36,736314; 
1;40907;36,731097; 
1;40907;36,901942; 
1;40907;37,071667; 
1;40907;36,809763; 
1;40907;36,66796; 
1;40907;36,649484; 
1;40907;37,022811; 
1;40907;36,724268; 
1;40907;36,795305; 
1;40907;36,867329; 
1;40907;36,873576; 
1;40907;36,640217; 
1;40907;36,705503; 
1;40907;36,689898; 
1;40907;36,69745; 
1;40907;36,8175; 
1;40907;36,825532; 
1;40907;36,956963; 
1;40907;36,668154; 
1;40907;36,771155; 
1;40907;36,826488; 
1;40907;37,004841; 
1;40907;36,921742; 
1;40907;36,779667; 
1;40907;36,682473; 
1;40907;36,836428; 
1;40907;36,67556; 
1;40907;36,718114; 
1;40907;36,712437; 
1;40907;36,976122; 
1;40907;36,766936; 
1;40907;36,737453; 
1;40907;36,995963; 
1-st; threads=2;;
2;40907;19,748605;19,83127958
2;40907;19,603677;19,565528
2;40907;19,882691; 
2;40907;19,914546; 
2;40907;19,76342; 
2;40907;20,256939; 
2;40907;19,834969; 
2;40907;19,565528; 
2;40907;19,647332; 
2;40907;19,604926; 
2;40907;20,04837; 
2;40907;20,087305; 
2;40907;20,388096; 
2;40907;19,66079; 
2;40907;19,654168; 
2;40907;19,796455; 
2;40907;19,844068; 
2;40907;19,76839; 
2;40907;19,954322; 
2;40907;20,339386; 
2;40907;19,800317; 
2;40907;20,359872; 
2;40907;19,784262; 
2;40907;19,704658; 
2;40907;19,669612; 
2;40907;19,695387; 
2;40907;20,062616; 
2;40907;19,691212; 
2;40907;19,716573; 
2;40907;19,687266; 
2;40907;19,79822; 
2;40907;19,674797; 
2;40907;19,807362; 
2;40907;19,751554; 
2;40907;19,967629; 
2;40907;19,634866; 
2;40907;19,644209; 
2;40907;19,750758; 
2;40907;19,662071; 
2;40907;20,023959; 
2-nd; threads=2;;
2;40907;19,323867;19,39020303
2;40907;19,325793;19,263756
2;40907;19,27114; 
2;40907;19,263756; 
2;40907;19,275458; 
2;40907;19,341348; 
2;40907;19,626928; 
2;40907;19,68855; 
2;40907;19,446747; 
2;40907;19,267179; 
2;40907;19,296589; 
2;40907;19,501574; 
2;40907;19,383276; 
2;40907;19,440251; 
2;40907;19,487019; 
2;40907;19,405791; 
2;40907;19,278048; 
2;40907;19,568589; 
2;40907;19,370565; 
2;40907;19,383491; 
2;40907;19,450102; 
2;40907;19,27411; 
2;40907;19,420858; 
2;40907;19,297391; 
2;40907;19,365861; 
2;40907;19,311453; 
2;40907;19,350429; 
2;40907;19,487994; 
2;40907;19,27291; 
2;40907;19,319991; 
2;40907;19,306106; 
